date_min_t;lon_t;lat_t;min_t;hora
2015 02 06 01 15;-73.836;6.485;228.8;01
2015 02 07 03 15;-73.693;6.485;208.3;03
2015 02 07 21 15;-74.836;5.77;207.8;21
2015 02 08 01 45;-73.979;7.63;213.1;01
2015 02 08 03 45;-73.264;7.63;216.8;03
2015 02 09 02 45;-73.55;7.773;207.0;02
2015 02 09 21 45;-74.693;5.77;216.5;21
2015 02 10 04 15;-73.55;7.201;209.4;04
2015 02 10 05 15;-74.264;6.342;223.5;05
2015 02 10 21 15;-74.121;7.344;216.8;21
2015 02 14 01 15;-74.836;5.484;207.6;01
2015 02 14 23 15;-74.836;5.341;187.8;23
2015 02 18 02 45;-74.121;6.342;223.7;02
2015 02 25 23 45;-74.407;6.056;199.5;23
2015 02 28 04 45;-73.693;7.058;225.8;04
2015 02 28 04 45;-73.693;7.058;225.8;04
2015 03 01 23 45;-74.55;6.199;192.7;23
2015 03 07 22 45;-74.836;5.484;202.6;22
2015 03 10 01 15;-74.693;6.056;205.8;01
2015 03 10 22 45;-74.264;6.628;197.6;22
2015 03 12 21 15;-74.836;5.77;195.1;21
2015 03 15 21 15;-74.55;5.77;209.1;21
2015 03 18 02 15;-74.407;5.77;192.9;02
2015 03 21 03 45;-73.693;6.485;212.2;03
2015 03 21 03 45;-74.55;5.913;208.3;03
2015 03 30 03 15;-73.693;8.345;213.9;03
2015 03 31 03 45;-74.836;5.77;210.5;03
2015 04 01 01 15;-74.693;5.341;192.5;01
2015 04 01 02 15;-73.264;7.487;225.9;02
2015 04 03 20 15;-74.407;6.772;203.8;20
2015 04 04 04 15;-73.836;8.202;202.4;04
2015 04 04 22 45;-74.836;5.627;190.8;22
2015 04 07 22 15;-74.693;6.199;187.8;22
2015 04 10 01 45;-74.55;6.485;200.8;01
2015 04 10 21 45;-74.407;6.772;190.2;21
2015 04 11 00 45;-73.979;6.915;196.1;00
2015 04 12 22 45;-74.264;6.199;190.4;22
2015 04 13 01 15;-74.121;6.915;189.0;01
2015 04 13 22 15;-74.121;7.63;215.2;22
2015 04 14 03 15;-73.55;7.63;196.0;03
2015 04 14 02 15;-73.407;7.916;208.3;02
2015 04 15 05 15;-73.407;7.773;197.3;05
2015 04 18 01 45;-74.836;5.484;210.5;01
2015 04 19 20 15;-74.693;5.484;206.2;20
2015 04 23 23 45;-74.693;6.199;188.2;23
2015 04 25 03 45;-73.979;7.344;187.2;03
2015 04 27 23 45;-74.407;6.056;187.0;23
2015 04 28 03 15;-73.836;7.63;197.0;03
2015 04 30 04 15;-74.264;6.915;186.1;04
2015 04 30 00 45;-73.693;7.344;192.5;00
2015 04 30 00 15;-73.693;7.487;194.6;00
2015 05 01 02 45;-74.407;7.058;194.9;02
2015 04 30 23 45;-74.693;5.913;219.2;23
2015 05 01 01 15;-73.979;7.344;187.9;01
2015 04 30 23 45;-73.55;7.487;204.2;23
2015 05 04 02 45;-74.407;6.199;194.4;02
2015 05 03 23 45;-74.836;5.77;188.9;23
2015 05 03 22 15;-73.407;7.63;205.4;22
2015 05 07 23 15;-74.407;6.772;187.8;23
2015 05 07 22 15;-74.407;6.628;190.1;22
2015 05 13 22 15;-74.264;6.199;193.8;22
2015 05 13 22 45;-74.836;5.627;211.4;22
2015 05 17 22 45;-74.55;6.628;190.6;22
2015 05 28 22 45;-74.121;6.772;194.0;22
2015 06 09 23 15;-74.836;5.913;196.5;23
2015 06 10 01 45;-74.121;6.628;212.6;01
2015 06 10 21 15;-73.55;7.916;221.8;21
2015 06 10 22 15;-74.264;6.915;209.1;22
2015 06 17 02 15;-74.693;5.341;228.7;02
2015 07 05 23 45;-74.55;5.627;198.8;23
2015 07 06 03 45;-74.121;6.915;214.8;03
2015 07 08 22 15;-74.55;6.199;204.1;22
2015 07 10 01 15;-74.407;6.628;191.0;01
2015 07 12 01 15;-73.693;7.344;193.2;01
2015 07 13 04 45;-74.407;7.058;194.9;04
2015 07 14 03 45;-73.55;8.059;210.0;03
2015 07 15 02 15;-73.836;7.201;190.3;02
2015 07 14 21 15;-74.407;6.199;192.1;21
2015 07 16 22 15;-74.264;6.772;196.0;22
2015 07 18 00 45;-74.407;5.77;197.1;00
2015 07 22 23 45;-74.264;6.772;196.3;23
2015 07 22 21 45;-74.264;7.058;207.0;21
2015 07 27 02 15;-73.836;7.63;193.0;02
2015 07 28 04 45;-73.979;7.487;197.0;04
2015 07 29 23 45;-74.407;6.628;190.9;23
2015 07 29 21 15;-73.979;7.344;201.7;21
2015 07 30 22 45;-74.121;6.342;205.3;22
2015 07 31 23 45;-73.979;7.344;192.9;23
2015 08 08 22 45;-73.979;8.059;190.1;22
2015 08 10 21 45;-74.407;6.342;207.4;21
2015 08 12 02 15;-74.407;6.915;219.2;02
2015 08 12 05 15;-73.836;7.058;209.0;05
2015 08 19 20 45;-74.55;6.772;202.1;20
2015 08 22 02 45;-74.407;6.628;196.0;02
2015 08 23 01 15;-74.693;5.484;201.0;01
2015 08 23 05 45;-74.121;7.201;199.3;05
2015 08 27 21 15;-73.979;7.916;195.6;21
2015 08 28 22 45;-74.264;6.485;214.4;22
2015 08 30 23 15;-74.55;6.199;193.8;23
2015 08 31 21 15;-74.55;6.772;215.6;21
2015 09 02 02 45;-73.407;7.344;198.1;02
2015 09 03 04 45;-73.836;7.344;196.3;04
2015 09 08 03 15;-73.693;7.344;193.6;03
2015 09 07 23 45;-73.979;6.342;197.1;23
2015 09 09 20 45;-74.407;5.77;216.7;20
2015 09 09 23 45;-73.979;7.344;215.4;23
2015 09 14 23 45;-73.836;6.485;205.9;23
2015 09 17 02 15;-73.55;7.344;191.1;02
2015 09 18 05 15;-73.836;7.487;205.7;05
2015 09 18 04 15;-73.979;7.63;205.0;04
2015 09 18 23 15;-74.121;7.058;187.8;23
2015 09 20 03 45;-74.407;6.056;195.3;03
2015 09 20 00 45;-74.264;7.058;205.8;00
2015 09 20 23 15;-73.693;6.485;194.8;23
2015 09 22 05 15;-73.693;7.344;204.5;05
2015 09 23 01 45;-73.979;6.915;201.8;01
2015 09 23 23 15;-73.979;6.772;186.3;23
2015 09 26 03 15;-74.121;7.201;219.9;03
2015 09 29 05 45;-73.836;7.201;218.1;05
2015 09 29 22 15;-74.693;5.77;189.1;22
2015 10 03 04 15;-74.55;6.056;199.7;04
2015 10 04 03 45;-73.979;7.773;198.7;03
2015 10 04 00 15;-73.836;7.916;212.0;00
2015 10 05 04 15;-73.979;7.773;223.7;04
2015 10 08 04 15;-73.836;7.058;200.3;04
2015 10 08 02 15;-73.979;7.63;218.2;02
2015 10 09 00 45;-74.693;6.056;192.6;00
2015 10 08 22 15;-74.55;5.627;225.3;22
2015 10 11 05 45;-74.693;5.913;195.1;05
2015 10 18 00 45;-73.264;7.63;207.8;00
2015 10 18 00 15;-73.407;7.63;228.9;00
2015 10 21 02 45;-73.693;7.487;190.8;02
2015 10 23 00 45;-74.693;5.484;199.3;00
2015 10 24 01 15;-73.979;7.201;218.5;01
2015 10 28 22 15;-74.121;7.344;202.0;22
2015 11 01 03 45;-73.979;6.485;200.1;03
2015 11 01 03 15;-73.979;6.628;201.4;03
2015 11 01 01 45;-73.693;6.772;212.0;01
2015 11 01 22 45;-73.55;7.487;200.7;22
2015 11 01 22 15;-73.407;7.63;208.2;22
2015 11 05 04 45;-74.121;7.058;196.0;04
2015 11 05 02 15;-73.55;7.63;207.5;02
2015 11 05 05 45;-73.836;7.058;197.3;05
2015 11 07 00 15;-73.693;6.485;217.8;00
2015 11 07 22 45;-74.264;7.058;194.2;22
2015 11 10 22 15;-73.693;8.202;204.6;22
2015 11 12 23 45;-74.407;6.056;191.2;23
2015 11 13 02 15;-73.693;7.487;223.5;02
2015 11 15 01 45;-74.836;5.913;196.9;01
2015 11 16 04 15;-74.407;7.058;186.4;04
2015 11 15 23 45;-74.693;5.627;197.5;23
2015 11 18 00 45;-73.264;7.344;199.9;00
2015 11 20 23 45;-74.121;6.342;218.8;23
2015 11 21 01 45;-73.979;6.628;215.5;01
2015 11 22 00 45;-74.264;6.915;218.6;00
2015 11 23 03 45;-74.407;6.342;194.4;03
2015 11 23 02 15;-74.264;6.199;215.9;02
2015 11 26 21 15;-73.979;7.058;205.7;21
2015 11 28 03 45;-73.55;7.916;210.5;03
2015 12 01 02 15;-73.836;7.344;196.7;02
2015 12 07 03 15;-74.693;5.627;208.1;03
2015 12 07 05 15;-74.55;6.628;214.2;05
2015 12 08 04 15;-74.836;5.484;207.4;04
2015 12 08 02 15;-74.836;5.77;215.8;02
2015 12 10 00 45;-74.693;6.199;196.1;00
2015 12 09 23 45;-74.121;6.915;229.3;23
2015 12 14 01 45;-74.55;6.056;201.8;01
2015 12 13 23 45;-74.836;5.627;208.9;23
2015 12 17 03 45;-74.55;5.77;206.5;03
2015 12 17 05 45;-74.693;5.198;210.8;05
2015 12 18 04 15;-73.55;7.058;228.1;04
2015 12 19 02 15;-73.979;6.628;206.2;02
2015 12 19 00 45;-73.979;6.485;217.1;00
2016 01 01 00 45;-74.407;6.772;221.4;00
2016 01 04 03 45;-74.407;5.77;204.1;03
2016 01 06 00 45;-73.264;7.63;207.3;00
2016 01 09 04 45;-73.693;6.915;224.8;04
2016 01 22 22 45;-74.693;5.198;213.3;22
2016 02 04 23 15;-74.836;5.341;216.1;23
2016 02 07 20 15;-74.836;5.341;201.4;20
2016 02 10 22 45;-74.836;5.484;192.8;22
2016 02 10 20 45;-73.264;7.63;228.8;20
2016 02 10 21 45;-74.693;5.341;205.7;21
2016 02 13 05 15;-74.693;5.341;229.0;05
2016 02 17 01 15;-73.979;6.628;188.6;01
2016 02 19 02 15;-73.55;7.058;214.7;02
2016 02 20 22 15;-74.836;5.77;210.0;22
2016 02 25 03 45;-74.264;6.056;191.8;03
2016 02 26 05 45;-73.836;6.628;217.3;05
2016 03 01 22 15;-73.55;7.058;201.0;22
2016 03 06 02 15;-73.693;6.485;202.0;02
2016 03 06 00 15;-73.55;6.772;209.4;00
2016 03 07 22 45;-73.55;7.058;214.8;22
2016 03 10 04 15;-73.979;6.199;223.7;04
2016 03 17 02 15;-73.836;6.628;190.0;02
2016 03 19 22 45;-74.836;5.913;186.5;22
2016 03 19 21 15;-73.407;7.773;213.3;21
2016 03 21 05 15;-73.836;7.916;203.5;05
2016 03 21 23 45;-73.693;7.487;203.1;23
2016 03 22 02 45;-73.979;6.485;222.7;02
2016 03 24 05 15;-73.979;6.915;224.6;05
2016 03 29 04 15;-73.979;6.199;197.1;04
2016 03 29 01 15;-73.55;6.772;201.6;01
2016 03 28 23 45;-73.55;6.915;224.9;23
2016 03 31 01 15;-74.836;5.341;200.1;01
2016 03 31 03 45;-73.407;7.773;204.1;03
2016 03 31 23 45;-74.693;5.627;208.7;23
2016 04 01 05 45;-73.836;7.63;201.3;05
2016 04 02 04 15;-74.407;5.77;193.0;04
2016 04 02 01 45;-73.979;7.201;199.1;01
2016 04 06 04 15;-74.55;5.77;206.9;04
2016 04 06 01 15;-74.836;5.198;211.4;01
2016 04 07 22 15;-74.121;6.342;197.3;22
2016 04 09 03 45;-73.836;6.915;192.1;03
2016 04 11 04 45;-73.55;7.773;214.1;04
2016 04 11 21 45;-73.836;6.915;211.8;21
2016 04 12 02 15;-74.121;6.342;194.6;02
2016 04 16 00 45;-74.693;5.913;200.4;00
2016 04 15 23 45;-74.836;5.913;203.9;23
2016 04 17 05 15;-73.979;7.344;193.7;05
2016 04 17 00 45;-74.264;7.058;201.0;00
2016 04 20 05 15;-73.407;7.058;189.3;05
2016 04 19 22 15;-73.693;6.628;216.8;22
2016 04 20 00 15;-74.836;5.627;217.8;00
2016 04 24 02 15;-73.836;7.058;187.7;02
2016 04 26 03 15;-73.55;7.916;207.8;03
2016 04 26 03 45;-73.407;7.916;208.8;03
2016 04 26 23 45;-74.407;6.342;189.6;23
2016 04 27 03 15;-73.836;7.773;203.8;03
2016 04 27 05 45;-73.836;6.915;199.8;05
2016 04 27 23 45;-73.693;7.63;193.1;23
2016 04 28 01 15;-73.693;7.344;190.6;01
2016 04 28 23 15;-74.264;6.056;195.5;23
2016 04 30 05 15;-74.693;5.055;200.5;05
2016 05 06 04 45;-74.407;6.485;197.2;04
2016 05 13 03 15;-74.407;6.628;221.7;03
2016 05 13 03 15;-74.407;6.628;221.7;03
2016 05 15 21 15;-73.836;7.344;210.6;21
2016 05 21 22 45;-74.55;6.485;190.5;22
2016 05 21 21 15;-74.121;6.056;196.5;21
2016 05 22 23 45;-74.836;5.77;203.5;23
2016 05 23 02 45;-73.55;7.63;206.9;02
2016 05 23 23 45;-73.979;6.199;191.1;23
2016 05 24 22 45;-73.836;6.485;201.2;22
2016 05 27 23 45;-74.693;5.341;191.2;23
2016 06 02 04 15;-74.836;5.341;205.6;04
2016 06 02 04 15;-74.836;5.341;205.6;04
2016 06 02 22 45;-74.264;6.485;191.3;22
2016 06 05 22 15;-73.693;6.915;199.5;22
2016 06 08 04 15;-73.836;8.345;228.5;04
2016 06 09 05 45;-73.979;6.485;213.5;05
2016 06 10 21 15;-74.55;6.772;205.1;21
2016 06 12 23 15;-74.693;6.199;192.9;23
2016 06 14 05 15;-74.121;7.344;198.0;05
2016 06 18 00 45;-74.264;6.199;196.3;00
2016 06 22 02 45;-73.836;7.63;217.0;02
2016 06 22 02 45;-73.836;7.63;217.0;02
2016 06 23 03 15;-74.121;6.915;224.2;03
2016 06 25 00 15;-73.693;8.059;195.7;00
2016 06 26 03 45;-74.836;5.913;212.4;03
2016 06 30 01 45;-73.836;7.916;198.5;01
2016 06 30 02 45;-73.836;8.059;197.7;02
2016 07 04 03 45;-74.407;6.772;207.0;03
2016 07 05 00 45;-74.407;6.485;196.8;00
2016 07 04 23 15;-74.264;6.056;210.4;23
2016 07 05 23 15;-74.55;6.485;194.8;23
2016 07 13 02 45;-74.121;7.058;210.8;02
2016 07 14 00 45;-73.693;7.63;193.3;00
2016 07 16 00 15;-73.979;6.628;215.4;00
2016 07 17 23 15;-74.55;6.628;190.9;23
2016 07 17 21 15;-74.264;6.056;199.4;21
2016 07 20 03 15;-73.836;7.773;200.6;03
2016 07 21 05 45;-74.121;7.058;220.3;05
2016 07 24 02 15;-73.836;7.916;208.4;02
2016 07 27 01 45;-73.979;7.63;203.7;01
2016 07 31 02 45;-74.121;6.772;194.9;02
2016 08 01 01 45;-74.407;6.915;193.8;01
2016 08 01 01 45;-74.407;6.915;193.8;01
2016 08 08 01 15;-74.407;6.199;193.6;01
2016 08 09 05 45;-73.979;7.63;212.6;05
2016 08 11 00 15;-74.836;5.627;198.9;00
2016 08 10 23 15;-74.836;5.198;202.1;23
2016 08 11 03 15;-74.121;7.344;204.6;03
2016 08 11 23 15;-74.264;6.485;190.7;23
2016 08 13 22 45;-74.264;6.628;191.1;22
2016 08 15 05 15;-74.121;6.772;205.4;05
2016 08 18 03 15;-74.55;6.772;189.5;03
2016 08 20 23 15;-74.407;6.915;197.4;23
2016 08 25 03 45;-73.693;7.63;195.5;03
2016 08 25 01 45;-73.979;7.201;208.4;01
2016 08 25 05 45;-74.121;6.199;222.9;05
2016 08 27 22 45;-74.407;6.342;194.0;22
2016 08 27 22 15;-74.407;6.199;195.4;22
2016 08 28 01 45;-74.121;7.344;196.1;01
2016 08 29 23 15;-74.693;5.77;192.0;23
2016 08 30 00 45;-74.693;6.056;193.2;00
2016 08 30 00 45;-73.55;7.63;203.6;00
2016 09 01 05 15;-74.55;6.199;195.1;05
2016 09 04 04 45;-73.979;7.344;208.2;04
2016 09 07 01 15;-74.836;5.484;196.9;01
2016 09 07 01 15;-74.55;6.485;207.6;01
2016 09 09 23 15;-74.836;5.627;191.6;23
2016 09 12 01 15;-74.264;6.485;200.2;01
2016 09 13 21 15;-74.407;6.772;195.5;21
2016 09 14 03 15;-73.979;7.916;200.7;03
2016 09 14 22 45;-73.693;7.773;203.5;22
2016 09 16 23 45;-74.836;5.77;196.5;23
2016 09 17 23 45;-74.55;6.199;197.0;23
2016 09 19 02 15;-73.836;7.773;190.7;02
2016 09 19 00 45;-73.407;7.63;201.9;00
2016 09 20 03 15;-73.979;6.915;222.2;03
2016 09 21 23 45;-74.836;5.77;212.7;23
2016 09 22 04 15;-73.55;7.058;203.5;04
2016 09 28 02 15;-74.693;6.056;193.7;02
2016 09 28 21 15;-74.693;5.484;226.1;21
2016 09 29 01 45;-74.55;5.913;205.3;01
2016 09 29 00 45;-74.407;6.915;227.4;00
2016 09 29 23 45;-74.836;5.341;197.1;23
2016 09 30 01 45;-73.55;7.201;203.6;01
2016 09 30 03 15;-74.55;5.913;221.5;03
2016 09 30 20 45;-74.836;5.77;190.8;20
2016 10 01 20 45;-73.979;6.772;200.8;20
2016 10 03 00 45;-74.121;6.056;196.6;00
2016 10 05 05 15;-73.693;7.058;190.7;05
2016 10 06 23 15;-73.407;7.773;218.7;23
2016 10 08 03 45;-73.55;7.63;211.1;03
2016 10 12 03 15;-74.121;6.772;189.1;03
2016 10 12 00 15;-73.836;7.344;193.7;00
2016 10 11 20 45;-74.264;7.058;218.2;20
2016 10 13 23 45;-74.836;5.77;192.1;23
2016 10 14 03 15;-73.693;7.058;215.0;03
2016 10 18 03 45;-74.55;5.913;189.2;03
2016 10 20 00 45;-74.121;7.058;196.1;00
2016 10 19 23 45;-73.979;7.058;198.1;23
2016 10 20 04 45;-74.836;5.627;213.5;04
2016 10 21 02 15;-74.264;6.199;209.9;02
2016 10 21 05 15;-73.979;7.344;202.6;05
2016 10 21 22 45;-74.836;5.341;189.4;22
2016 10 21 23 45;-74.407;6.772;206.1;23
2016 10 21 23 15;-73.55;7.344;215.7;23
2016 10 22 03 45;-73.979;7.773;227.6;03
2016 10 22 05 15;-73.979;7.773;220.0;05
2016 10 23 02 15;-73.693;7.63;191.9;02
2016 10 22 22 45;-74.407;7.058;209.4;22
2016 10 24 01 15;-73.836;7.916;205.0;01
2016 10 24 01 45;-74.407;6.915;213.9;01
2016 10 25 03 15;-73.407;7.487;198.9;03
2016 10 25 02 15;-73.264;7.487;197.5;02
2016 10 25 05 45;-73.407;7.916;218.7;05
2016 10 28 02 15;-73.264;7.344;203.0;02
2016 10 28 00 45;-73.264;7.344;199.7;00
2016 10 28 01 45;-74.693;6.056;223.6;01
2016 10 29 02 15;-74.121;6.772;191.0;02
2016 10 28 20 45;-74.121;6.056;214.1;20
2016 10 31 21 45;-74.121;6.485;188.0;21
2016 11 03 02 45;-73.407;7.058;204.8;02
2016 11 03 23 45;-74.121;6.915;224.7;23
2016 11 05 01 15;-74.121;6.915;214.6;01
2016 11 06 22 45;-74.121;6.485;192.4;22
2016 11 08 22 45;-74.836;5.77;209.6;22
2016 11 09 05 15;-74.121;6.772;228.8;05
2016 11 10 00 45;-74.836;5.341;192.8;00
2016 11 13 01 45;-73.979;7.63;202.6;01
2016 11 14 00 45;-73.55;6.772;192.3;00
2016 11 13 22 45;-74.407;6.342;209.1;22
2016 11 13 23 15;-74.121;6.915;199.0;23
2016 11 14 23 45;-73.979;6.199;199.5;23
2016 11 14 22 15;-73.979;6.772;221.3;22
2016 11 14 22 15;-74.55;6.485;218.5;22
2016 11 17 03 15;-73.55;7.63;215.4;03
2016 11 17 02 45;-74.407;6.915;221.3;02
2016 11 17 20 45;-73.407;7.344;220.7;20
2016 11 17 23 45;-73.979;7.63;210.7;23
2016 11 17 23 45;-74.121;6.342;224.1;23
2016 11 19 01 45;-73.55;7.916;198.3;01
2016 11 19 01 15;-73.55;7.916;198.9;01
2016 11 19 02 45;-73.55;8.059;200.9;02
2016 11 20 20 15;-73.693;6.485;222.6;20
2016 11 23 23 45;-74.264;6.342;216.6;23
2016 11 25 03 15;-73.979;7.773;194.8;03
2016 11 26 04 15;-73.836;7.916;218.2;04
2016 11 27 01 45;-74.55;5.913;192.8;01
2016 11 26 22 45;-74.693;5.913;202.5;22
2016 11 29 04 45;-73.979;6.342;202.6;04
2016 11 29 04 45;-73.979;6.342;202.6;04
2016 11 29 02 45;-73.979;6.199;209.6;02
2016 12 03 00 45;-74.836;5.198;197.9;00
2016 12 03 21 45;-73.836;7.916;211.3;21
2016 12 04 01 15;-73.693;7.63;226.2;01
2016 12 04 01 15;-73.979;7.201;215.9;01
2016 12 05 01 15;-74.264;6.056;199.9;01
2016 12 04 22 15;-73.407;7.344;211.2;22
2016 12 04 23 45;-74.121;6.485;205.8;23
2016 12 04 23 15;-73.979;6.485;210.7;23
2016 12 05 03 15;-73.693;7.058;209.5;03
2016 12 05 05 45;-73.55;7.344;208.2;05
2016 12 07 00 15;-73.407;7.487;218.7;00
2016 12 07 03 45;-73.979;6.199;216.8;03
2016 12 07 03 45;-73.979;7.201;214.6;03
2016 12 08 00 45;-73.979;7.916;205.8;00
2016 12 08 22 45;-73.836;6.628;209.3;22
2016 12 08 21 15;-74.836;5.627;207.9;21
2016 12 08 22 15;-73.979;7.487;208.2;22
2016 12 08 21 45;-73.836;6.628;221.1;21
2016 12 09 04 15;-73.693;7.344;205.3;04
2016 12 14 04 15;-74.121;7.344;220.4;04
2016 12 15 00 15;-73.407;7.487;213.3;00
2016 12 14 23 15;-73.55;7.487;218.6;23
2016 12 17 02 45;-74.55;5.627;216.7;02
2016 12 18 23 45;-74.836;5.627;205.3;23
2016 12 23 20 15;-73.407;7.916;211.0;20
2016 12 24 03 15;-73.407;7.487;215.3;03
2016 12 26 05 15;-74.121;6.772;213.1;05
2016 12 26 20 15;-74.121;6.628;204.2;20
2016 12 26 22 15;-73.407;7.63;219.6;22
2016 12 31 02 15;-74.121;6.628;198.7;02
2017 01 03 23 45;-74.693;5.341;207.7;23
2017 01 04 23 45;-74.693;5.913;225.5;23
2017 01 05 05 15;-74.121;7.058;223.4;05
2017 01 07 03 15;-74.264;6.342;196.7;03
2017 01 07 21 45;-74.693;5.913;197.7;21
2017 01 09 01 45;-73.836;6.628;210.6;01
2017 01 27 20 15;-74.836;5.77;214.6;20
2017 01 28 20 45;-73.979;6.915;220.7;20
2017 01 29 03 15;-74.55;6.772;228.4;03
2017 01 31 20 15;-74.836;5.341;201.6;20
2017 02 02 01 45;-74.55;6.628;220.8;01
2017 02 04 22 15;-74.836;5.484;217.0;22
2017 02 05 23 15;-74.55;6.342;218.2;23
2017 02 09 23 45;-74.121;6.772;214.5;23
2017 02 26 00 15;-73.693;6.772;219.4;00
2017 02 27 03 45;-73.836;6.772;219.8;03
2017 02 28 05 15;-73.979;6.485;215.5;05
2017 03 03 02 15;-74.407;6.628;208.9;02
2017 03 03 22 15;-74.407;5.77;213.3;22
2017 03 04 01 15;-73.407;7.201;228.1;01
2017 03 04 20 15;-74.693;5.198;197.6;20
2017 03 06 22 15;-74.836;5.627;189.6;22
2017 03 11 21 15;-74.836;5.913;190.7;21
2017 03 13 21 45;-74.693;5.055;221.7;21
2017 03 14 23 15;-73.407;7.487;204.6;23
2017 03 15 01 15;-73.836;6.772;197.2;01
2017 03 16 03 15;-73.836;6.485;211.4;03
2017 03 17 03 45;-73.836;6.628;226.8;03
2017 03 19 01 45;-74.836;5.484;219.2;01
2017 03 19 21 45;-73.55;7.344;205.2;21
2017 03 22 02 15;-73.264;7.344;217.4;02
2017 03 22 05 15;-73.693;6.772;208.9;05
2017 03 23 01 15;-73.836;8.202;192.4;01
2017 03 23 01 45;-73.836;8.059;188.5;01
2017 03 24 01 15;-73.407;7.344;200.3;01
2017 03 25 03 15;-73.836;7.201;199.6;03
2017 03 26 02 15;-74.407;6.199;191.6;02
2017 03 29 03 15;-74.836;5.77;207.1;03
2017 03 29 03 15;-74.836;5.77;207.1;03
2017 03 29 02 15;-73.407;7.344;211.0;02
2017 03 29 04 15;-74.264;6.915;217.3;04
2017 03 29 02 15;-73.407;7.344;211.0;02
2017 03 29 04 15;-74.264;6.915;217.3;04
2017 03 30 03 15;-73.55;7.63;203.1;03
2017 03 31 01 15;-74.836;5.484;203.0;01
2017 03 31 03 15;-73.979;6.915;212.8;03
2017 04 02 23 15;-74.55;5.913;191.8;23
2017 04 06 20 45;-74.407;6.915;210.0;20
2017 04 07 03 45;-73.693;7.201;202.8;03
2017 04 11 04 15;-73.264;7.344;209.6;04
2017 04 11 04 45;-73.55;7.487;208.6;04
2017 04 12 04 15;-73.55;6.772;202.1;04
2017 04 13 20 45;-74.121;7.201;225.8;20
2017 04 16 03 15;-73.55;7.773;204.5;03
2017 04 17 04 15;-74.836;5.055;227.9;04
2017 04 19 00 45;-73.55;7.487;187.4;00
2017 04 21 03 45;-73.979;7.487;213.8;03
2017 04 23 23 45;-74.264;6.199;188.3;23
2017 04 26 01 45;-73.407;7.344;196.7;01
2017 04 30 03 45;-74.264;7.058;184.7;03
2017 05 03 04 15;-73.979;7.201;192.7;04
2017 05 03 00 15;-74.121;6.199;199.7;00
2017 05 05 04 45;-73.693;6.915;206.8;04
2017 05 05 21 15;-74.836;5.77;185.1;21
2017 05 05 05 45;-73.693;6.915;209.5;05
2017 05 07 23 45;-74.836;5.198;190.8;23
2017 05 08 04 15;-73.979;7.058;199.1;04
2017 05 08 04 15;-73.979;7.058;199.1;04
2017 05 08 21 45;-73.55;8.202;198.0;21
2017 05 09 02 45;-73.836;7.487;189.3;02
2017 05 11 04 45;-74.264;6.485;193.5;04
2017 05 14 00 45;-73.836;6.628;219.1;00
2017 05 14 03 15;-74.693;5.627;203.1;03
2017 05 15 00 45;-74.693;5.77;194.7;00
2017 05 15 03 15;-73.979;7.916;200.3;03
2017 05 15 23 45;-73.693;7.058;197.7;23
2017 05 17 02 45;-73.693;8.059;199.7;02
2017 05 17 23 15;-74.55;5.627;194.3;23
2017 05 18 02 45;-73.979;6.915;197.0;02
2017 05 19 01 15;-74.836;5.341;209.2;01
2017 05 18 21 45;-74.264;7.058;218.2;21
2017 05 19 04 45;-73.836;7.201;223.7;04
2017 05 20 23 45;-73.693;7.058;192.9;23
2017 05 21 04 45;-73.979;7.487;198.8;04
2017 05 22 03 15;-74.121;7.201;205.9;03
2017 05 22 03 45;-73.55;7.201;206.2;03
2017 05 22 05 15;-73.693;7.201;202.0;05
2017 05 29 00 45;-74.264;7.058;193.9;00
2017 05 29 23 15;-74.836;5.627;192.4;23
2017 05 30 22 45;-74.407;6.628;202.5;22
2017 06 01 23 15;-74.55;6.628;192.9;23
2017 06 01 21 45;-74.55;6.342;198.2;21
2017 06 02 00 15;-73.55;7.63;203.0;00
2017 06 02 04 45;-73.836;7.63;204.9;04
2017 06 04 23 45;-73.836;7.773;204.8;23
2017 06 07 02 45;-74.121;6.485;194.6;02
2017 06 13 01 45;-74.121;7.63;204.3;01
2017 06 14 00 45;-73.55;6.772;208.3;00
2017 06 14 03 45;-74.55;5.913;200.6;03
2017 06 18 04 45;-73.693;7.344;199.0;04
2017 06 21 23 15;-74.55;6.199;214.0;23
2017 06 26 00 45;-74.264;7.058;193.4;00
2017 06 26 20 45;-73.836;8.059;195.1;20
2017 06 28 00 15;-74.55;6.199;220.2;00
2017 06 28 02 45;-74.264;6.628;220.3;02
2017 06 30 04 45;-73.979;8.345;219.3;04
2017 07 03 22 15;-74.264;6.915;197.9;22
2017 07 05 00 15;-74.121;7.201;223.4;00
2017 07 08 20 15;-73.836;8.345;209.6;20
2017 07 16 20 15;-74.693;5.484;196.2;20
2017 07 16 23 45;-73.55;7.773;224.1;23
2017 07 17 23 45;-74.836;5.913;211.8;23
2017 07 20 01 15;-73.836;7.63;196.1;01
2017 07 24 03 15;-74.121;7.058;216.2;03
2017 07 27 04 45;-73.979;7.63;211.4;04
2017 07 27 04 45;-73.979;7.63;211.4;04
2017 08 03 02 45;-74.407;6.628;211.0;02
2017 08 03 23 15;-74.407;6.915;196.3;23
2017 08 04 23 45;-74.121;6.628;202.5;23
2017 08 05 00 45;-73.836;7.773;195.3;00
2017 08 06 23 45;-74.407;5.77;194.4;23
