date_min_t;lon_t;lat_t;min_t;hora
2017 11 17 17 15;-73.407;7.916;218.2;17
2017 11 17 17 45;-73.979;8.345;225.9;17
2017 11 17 19 15;-73.979;8.345;227.6;19
2017 11 18 19 15;-74.55;6.628;216.6;19
2017 11 23 07 15;-74.836;5.484;226.5;07
2017 12 01 13 15;-74.121;7.201;207.7;13
2017 12 06 15 15;-73.979;8.202;211.6;15
2017 12 07 17 15;-73.407;7.916;212.7;17
2017 12 09 18 45;-73.693;6.915;215.4;18
2017 12 29 08 15;-73.693;6.628;207.5;08
2017 12 30 15 45;-73.693;8.059;225.4;15
2017 12 30 18 45;-73.979;7.916;222.9;18
